YEAR,Filename,ORG_TYPE_DESCRIPTION,ORG_CODE,NEW_CODE,ORG_TITLE,SEX_CODE,OBS,DSR,LOWER,UPPER
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","18UH","E07000045","Teignbridge CD",M,120,57.18,47.26,68.56
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","18UK","E07000046","Torridge CD",M,50,46.62,34.36,61.73
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","18UL","E07000047","West Devon CD",M,45,47.75,34.19,64.76
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","19UC","E07000048","Christchurch CD",M,45,43.71,32.02,58.25
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","19UD","E07000049","East Dorset CD",M,85,44.68,35.54,55.44
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","19UE","E07000050","North Dorset CD",M,65,57.71,44.23,73.93
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","19UG","E07000051","Purbeck CD",M,40,47.79,34.01,65.24
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","19UH","E07000052","West Dorset CD",M,100,49.7,40.34,60.55
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","19UJ","E07000053","Weymouth and Portland CD",M,40,38.59,27.4,52.77
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","21UC","E07000061","Eastbourne CD",M,90,49.87,39.94,61.51
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","21UD","E07000062","Hastings CD",M,45,40.95,29.83,54.81
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","21UF","E07000063","Lewes CD",M,80,46.47,36.72,57.99
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","21UG","E07000064","Rother CD",M,100,49.78,40.35,60.73
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","21UH","E07000065","Wealden CD",M,140,55.43,46.58,65.45
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","22UB","E07000066","Basildon CD",M,115,56.12,46.14,67.58
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","22UC","E07000067","Braintree CD",M,85,48.52,38.67,60.06
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","22UD","E07000068","Brentwood CD",M,40,37.63,26.65,51.57
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","22UE","E07000069","Castle Point CD",M,70,51.85,40.31,65.6
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","22UF","E07000070","Chelmsford CD",M,110,52.42,42.93,63.36
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","22UG","E07000071","Colchester CD",M,115,58.44,48.12,70.28
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","22UH","E07000072","Epping Forest CD",M,70,41.2,31.93,52.28
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","22UJ","E07000073","Harlow CD",M,30,34.68,22.66,50.62
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","22UK","E07000074","Maldon CD",M,35,38.34,26.63,53.32
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","22UL","E07000075","Rochford CD",M,70,58.67,45.27,74.68
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","22UN","E07000076","Tendring CD",M,130,48.33,40.32,57.45
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","22UQ","E07000077","Uttlesford CD",M,35,35.02,24.35,48.71
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","23UB","E07000078","Cheltenham CD",M,70,46.61,36.24,59.03
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","23UC","E07000079","Cotswold CD",M,75,55.6,43.71,69.68
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","23UD","E07000080","Forest of Dean CD",M,55,45.76,34.39,59.61
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","23UE","E07000081","Gloucester CD",M,60,45.37,34.36,58.74
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","23UF","E07000082","Stroud CD",M,80,54.6,42.58,68.82
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","23UG","E07000083","Tewkesbury CD",M,55,46.25,34.71,60.32
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","24UB","E07000084","Basingstoke and Deane CD",M,85,45.98,36.47,57.19
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","24UC","E07000085","East Hampshire CD",M,95,54.37,43.81,66.68
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","24UD","E07000086","Eastleigh CD",M,65,43.91,33.84,56
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","24UE","E07000087","Fareham CD",M,80,47.66,37.59,59.55
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","24UF","E07000088","Gosport CD",M,45,45.32,33.01,60.64
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","24UG","E07000089","Hart CD",M,60,49.2,37.19,63.81
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","24UH","E07000090","Havant CD",M,105,55.89,45.51,67.89
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","24UJ","E07000091","New Forest CD",M,170,49.27,42.1,57.31
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","24UL","E07000092","Rushmoor CD",M,30,40.3,27.1,57.49
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","24UN","E07000093","Test Valley CD",M,85,52.62,41.77,65.37
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","24UP","E07000094","Winchester CD",M,90,54.03,43.33,66.55
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","26UB","E07000095","Broxbourne CD",M,50,46.87,34.41,62.26
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","26UC","E07000096","Dacorum CD",M,90,51.18,40.96,63.17
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","26UD","E07000242","East Hertfordshire CD",M,80,49.69,38.98,62.36
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","26UE","E07000098","Hertsmere CD",M,50,39.93,29.46,52.89
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","26UF","E07000099","North Hertfordshire CD",M,60,37.31,28.26,48.31
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","26UG","E07000240","St Albans CD",M,70,44.47,34.71,56.1
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","26UH","E07000243","Stevenage CD",M,50,56.65,41.57,75.36
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","26UJ","E07000102","Three Rivers CD",M,55,49.81,37.3,65.14
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","26UK","E07000103","Watford CD",M,45,55.94,40.62,75.07
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","26UL","E07000241","Welwyn Hatfield CD",M,65,50.54,38.79,64.7
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","29UB","E07000105","Ashford CD",M,85,54.83,43.51,68.15
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","29UC","E07000106","Canterbury CD",M,105,50.63,41.39,61.29
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","29UD","E07000107","Dartford CD",M,70,63.02,48.78,80.08
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","29UE","E07000108","Dover CD",M,100,63.92,51.79,77.99
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","29UG","E07000109","Gravesham CD",M,65,53.74,41.11,68.94
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","29UH","E07000110","Maidstone CD",M,85,44.2,34.92,55.12
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","29UK","E07000111","Sevenoaks CD",M,80,51.79,40.75,64.83
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","29UL","E07000112","Folkestone and Hythe CD",M,100,59.14,48.04,72.02
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","29UM","E07000113","Swale CD",M,65,39.96,30.52,51.3
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","29UN","E07000114","Thanet CD",M,110,58.29,47.77,70.4
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","29UP","E07000115","Tonbridge and Malling CD",M,75,50.97,39.76,64.26
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","29UQ","E07000116","Tunbridge Wells CD",M,75,53.28,41.95,66.71
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","30UD","E07000117","Burnley CD",M,50,55.2,40.69,73.06
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","30UE","E07000118","Chorley CD",M,50,38.98,28.27,52.26
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","30UF","E07000119","Fylde CD",M,65,48.33,37.12,61.82
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","30UG","E07000120","Hyndburn CD",M,30,34.35,23.18,48.9
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","30UH","E07000121","Lancaster CD",M,70,41.9,32.33,53.34
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","30UJ","E07000122","Pendle CD",M,45,42.38,30.66,57
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","30UK","E07000123","Preston CD",M,60,42.93,32.49,55.61
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","30UL","E07000124","Ribble Valley CD",M,40,47.85,33.86,65.56
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","30UM","E07000125","Rossendale CD",M,30,42.66,28.58,61
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","30UN","E07000126","South Ribble CD",M,60,43.15,32.54,56.04
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","30UP","E07000127","West Lancashire CD",M,65,46.44,35.59,59.47
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","30UQ","E07000128","Wyre CD",M,80,41.96,33.09,52.43
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","31UB","E07000129","Blaby CD",M,45,40.41,29.3,54.22
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","31UC","E07000130","Charnwood CD",M,85,43.41,34.58,53.77
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","31UD","E07000131","Harborough CD",M,50,45.29,33.56,59.71
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","31UE","E07000132","Hinckley and Bosworth CD",M,55,36.66,27.11,48.38
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","31UG","E07000133","Melton CD",M,25,36.1,23.45,53.07
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","31UH","E07000134","North West Leicestershire CD",M,45,42.73,30.95,57.37
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","31UJ","E07000135","Oadby and Wigston CD",M,40,51.74,36.97,70.4
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","32UB","E07000136","Boston CD",M,55,64.46,47.88,84.77
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","32UC","E07000137","East Lindsey CD",M,130,51.92,43.14,61.91
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","32UD","E07000138","Lincoln CD",M,50,54.89,40.35,72.84
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","32UE","E07000139","North Kesteven CD",M,85,51.3,40.71,63.76
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","32UF","E07000140","South Holland CD",M,70,48.7,37.73,61.81
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","32UG","E07000141","South Kesteven CD",M,95,50.38,40.68,61.66
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","32UH","E07000142","West Lindsey CD",M,70,52.03,40.11,66.29
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","33UB","E07000143","Breckland CD",M,100,45.07,36.43,55.11
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","33UC","E07000144","Broadland CD",M,105,52.25,42.6,63.39
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","33UD","E07000145","Great Yarmouth CD",M,80,54.62,43.06,68.25
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","33UE","E07000146","King's Lynn and West Norfolk CD",M,145,58.36,49.05,68.89
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","33UF","E07000147","North Norfolk CD",M,120,54.36,44.81,65.3
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","33UG","E07000148","Norwich CD",M,75,53.8,42.27,67.49
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","33UH","E07000149","South Norfolk CD",M,120,57.8,47.84,69.18
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","34UB","E07000150","Corby CD",M,25,43,27.62,63.63
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","34UC","E07000151","Daventry CD",M,45,47.1,33.83,63.62
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","34UD","E07000152","East Northamptonshire CD",M,40,38.74,27.62,52.73
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","34UE","E07000153","Kettering CD",M,40,37.13,26.31,50.83
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","34UF","E07000154","Northampton CD",M,110,55.71,45.52,67.45
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","34UG","E07000155","South Northamptonshire CD",M,70,65.78,51.02,83.39
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","34UH","E07000156","Wellingborough CD",M,40,46.57,33.32,63.26
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","36UB","E07000163","Craven CD",M,45,48.31,34.77,65.32
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","36UC","E07000164","Hambleton CD",M,75,57.67,44.98,72.73
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","36UD","E07000165","Harrogate CD",M,110,48.88,40.13,58.94
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","36UE","E07000166","Richmondshire CD",M,35,53.18,36.5,74.67
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","36UF","E07000167","Ryedale CD",M,35,39.76,27.41,55.67
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","36UG","E07000168","Scarborough CD",M,80,46.93,37.08,58.53
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","36UH","E07000169","Selby CD",M,50,48.64,35.55,64.83
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","37UB","E07000170","Ashfield CD",M,75,57.58,44.85,72.68
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","37UC","E07000171","Bassetlaw CD",M,85,57.42,45.22,71.79
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","37UD","E07000172","Broxtowe CD",M,55,36.26,27.11,47.47
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","37UE","E07000173","Gedling CD",M,60,43.88,33.21,56.8
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","37UF","E07000174","Mansfield CD",M,65,53.6,41.2,68.47
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","37UG","E07000175","Newark and Sherwood CD",M,85,56.53,44.78,70.34
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","37UJ","E07000176","Rushcliffe CD",M,80,51.45,40.7,64.15
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","38UB","E07000177","Cherwell CD",M,80,46.62,36.61,58.46
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","38UC","E07000178","Oxford CD",M,60,49.94,38.11,64.27
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","38UD","E07000179","South Oxfordshire CD",M,85,45.06,35.75,56.01
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","38UE","E07000180","Vale of White Horse CD",M,85,48.75,38.9,60.31
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","38UF","E07000181","West Oxfordshire CD",M,75,47.39,37.16,59.55
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","40UB","E07000187","Mendip CD",M,70,42.41,33.04,53.59
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","40UC","E07000188","Sedgemoor CD",M,75,42.89,33.74,53.74
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","40UD","E07000189","South Somerset CD",M,135,51.68,43.23,61.28
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","40UE","E07000190","Taunton Deane CD",M,80,45.35,35.84,56.6
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","40UF","E07000191","West Somerset CD",M,40,53.33,37.94,72.82
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","41UB","E07000192","Cannock Chase CD",M,45,41.48,30.14,55.57
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","41UC","E07000193","East Staffordshire CD",M,65,48.21,36.99,61.68
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","41UD","E07000194","Lichfield CD",M,50,35.4,26.12,46.82
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","41UE","E07000195","Newcastle-under-Lyme CD",M,85,52.6,41.77,65.34
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","41UF","E07000196","South Staffordshire CD",M,85,54.91,43.59,68.19
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","41UG","E07000197","Stafford CD",M,90,48.39,38.64,59.81
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","41UH","E07000198","Staffordshire Moorlands CD",M,80,58.65,46.01,73.56
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","41UK","E07000199","Tamworth CD",M,30,43.4,28.63,62.73
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","42UB","E07000200","Babergh CD",M,80,53.81,42.58,67.07
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","42UC","E07000201","Forest Heath CD",M,35,47.99,33.44,66.65
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","42UD","E07000202","Ipswich CD",M,70,46.45,36.07,58.85
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","42UE","E07000203","Mid Suffolk CD",M,80,54.2,42.83,67.62
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","42UF","E07000204","St Edmundsbury CD",M,60,39.6,30.25,50.91
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","42UG","E07000205","Suffolk Coastal CD",M,120,56.25,46.58,67.32
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","42UH","E07000206","Waveney CD",M,105,53.08,43.35,64.32
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","43UB","E07000207","Elmbridge CD",M,65,38.15,29.39,48.7
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","43UC","E07000208","Epsom and Ewell CD",M,40,44.87,32.26,60.76
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","43UD","E07000209","Guildford CD",M,65,41.52,32.05,52.9
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","43UE","E07000210","Mole Valley CD",M,60,43.77,33.3,56.45
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","43UF","E07000211","Reigate and Banstead CD",M,65,38.68,29.91,49.2
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","43UG","E07000212","Runnymede CD",M,50,50.5,37.37,66.7
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","43UH","E07000213","Spelthorne CD",M,60,47.05,35.62,60.96
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","43UJ","E07000214","Surrey Heath CD",M,60,53.82,40.73,69.71
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","43UK","E07000215","Tandridge CD",M,50,42.12,31.2,55.61
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","43UL","E07000216","Waverley CD",M,80,45.38,36.02,56.41
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","43UM","E07000217","Woking CD",M,50,42.37,31.29,56.07
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","44UB","E07000218","North Warwickshire CD",M,25,31.08,19.86,46.12
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","44UC","E07000219","Nuneaton and Bedworth CD",M,50,38.04,27.89,50.52
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","44UD","E07000220","Rugby CD",M,50,38.43,28.49,50.67
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","44UE","E07000221","Stratford-on-Avon CD",M,105,51.71,42.11,62.82
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","44UF","E07000222","Warwick CD",M,70,41.69,32.34,52.87
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","45UB","E07000223","Adur CD",M,50,49.8,36.58,66.19
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","45UC","E07000224","Arun CD",M,150,51.97,43.94,61.02
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","45UD","E07000225","Chichester CD",M,125,59.61,49.58,71.05
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","45UE","E07000226","Crawley CD",M,45,44.2,31.8,59.79
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","45UF","E07000227","Horsham CD",M,100,49.77,40.32,60.74
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","45UG","E07000228","Mid Sussex CD",M,90,46.69,37.43,57.52
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","45UH","E07000229","Worthing CD",M,80,49.36,39.15,61.41
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","47UB","E07000234","Bromsgrove CD",M,100,73.8,59.65,90.23
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","47UC","E07000235","Malvern Hills CD",M,60,44.54,33.99,57.28
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","47UD","E07000236","Redditch CD",M,35,39.47,26.72,55.94
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","47UE","E07000237","Worcester CD",M,40,38.91,27.69,53.08
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","47UF","E07000238","Wychavon CD",M,80,40.98,32.24,51.32
2017,18B_148DR00++,"LOCAL AUTHORITIES (boundaries as of April 2009)","47UG","E07000239","Wyre Forest CD",M,65,44.95,34.53,57.47
2017,18B_148DR00++,"LONDON AUTHORITIES (boundaries as of April 2009)","Lon1","E13000001","Inner London",M,860,41.95,39.14,44.9
2017,18B_148DR00++,"LONDON AUTHORITIES (boundaries as of April 2009)","Lon2","E13000002","Outer London",M,1935,42.78,40.87,44.76
